deviation_count,hours,share_percent,fault_rate_percent,lift
0,5704,65.2855671283049,67.60168302945301,0.9182772149072311
1,1701,19.46892526038686,81.65784832451499,1.1092111641966536
2,914,10.461256724276067,85.66739606126916,1.1636754343708156
3,261,2.98729541032391,95.40229885057471,1.295910890947561
4,112,1.281904543893785,98.21428571428571,1.334107920220327
5,38,0.43493189882110567,100.0,1.3583644278606966
6,5,0.05722788142382969,100.0,1.3583644278606966
7,1,0.011445576284765937,100.0,1.3583644278606966
8,1,0.011445576284765937,100.0,1.3583644278606966
